,epochs,epsilon,clipping_mode,test_acc,test_sd,train_acc,train_sd
0,9,0.0,nonDP,80.10882352941177,0.5903626238860812,98.72235294117647,0.3211290635126717
1,9,0.5,BK-MixOpt,71.48764705882354,1.1760378615942226,73.75411764705883,1.2622485017922656
2,9,1.0,BK-MixOpt,77.34647058823529,0.7666269986227338,80.08176470588235,0.6382165895876682
3,9,2.0,BK-MixOpt,80.90705882352941,0.5196465394396041,83.30470588235295,0.5663206080850917
4,9,8.0,BK-MixOpt,84.34294117647059,0.5463866838645474,86.88941176470587,0.3825528888961213
