,epochs,epsilon,clipping_mode,test_acc,test_sd,train_acc,train_sd
0,50,0.0,nonDP,91.55764705882353,1.0562170532934123,99.54176470588236,0.22316533818245574
1,50,0.5,BK-MixOpt,75.1670588235294,2.399374341747012,76.70823529411764,2.066139438646577
2,50,1.0,BK-MixOpt,84.14882352941176,0.9892830580062165,86.15294117647058,0.7413879250185563
3,50,2.0,BK-MixOpt,86.92235294117646,0.5783397069275097,89.6935294117647,0.3780124675265837
4,50,8.0,BK-MixOpt,88.92235294117647,0.4058908780008382,93.16823529411764,0.36234912144663634
